,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address,price_scaled,GeoC,county,neigh,cl_sub
47224,1.0,2,0,2016-05-02 03:19:09,Call/Text JOHN @ kagglemanager@renthop.com: East 122nd Street between Park Avenue and Lexington AvenueSubways: 6 WHAT TO LOOK FOR* Huge open concept kitchen and living room* Stainless steel appliances* Granite countertops* Beautiful hardwood floor* Modern light fixtures* Classic design bathroom * Plenty closet space* Great natural lightTHE BUILDING* Live-in super* Pets Welcome* ElevatorNo Fee! Don't miss out- Call today!Call/Text JOHN @ kagglemanager@renthop.com what you custom? No trouble. We at BOHEMIA like to share the PIE; I can show you ANYTHING on our site OR see my other listings at website_redacted does it better - Call John... For your Real Estate Home,East 122nd Street,"['prewar', 'elevator', 'Dogs Allowed', 'Cats Allowed', 'LIVE IN SUPER', 'LOWRISE', 'LAUNDRY', 'SIMPLEX', 'HARDWOOD', 'No Fee']",low,40.8026,6953470,-73.9397,bfbe7635b18f639c254948d1b02c4822,"['https://photos.renthop.com/2/6953470_7381c7a095c3bd9713a65ca43fdc46c8.jpg', 'https://photos.renthop.com/2/6953470_d625b6854896d7f5ffa3a96f91564e5d.jpg', 'https://photos.renthop.com/2/6953470_a62bfb0e6e9d34005d9dc6d53b8a0eca.jpg', 'https://photos.renthop.com/2/6953470_ca4766e88ff301db1284705c3e0d685b.jpg', 'https://photos.renthop.com/2/6953470_4625ec13a3ce86660e849d4f43cf263f.jpg', 'https://photos.renthop.com/2/6953470_c715d84e4751d06350f3b0238a54ca3b.jpg', 'https://photos.renthop.com/2/6953470_e9ff894541091ee2aceafaf8dbe1481f.jpg', 'https://photos.renthop.com/2/6953470_c5d2faac443f5bad8ac1b42cbb7dfafc.jpg', 'https://photos.renthop.com/2/6953470_a1458aca072dd9fa44c79670a1cdde83.jpg', 'https://photos.renthop.com/2/6953470_cde64843123603ecaae7cdd7d64bd355.jpg', 'https://photos.renthop.com/2/6953470_3cb0eb0d1de2d4bb2a68e9339de0fbd2.jpg']",2400,114 East 122nd Street,800.0,"40.8026,-73.9397", New York County,not available,246.4818614300669
116186,1.0,0,aa1739dd95a05fe1892f4c18d796a4c4,2016-04-16 03:19:03,Apartment: Amazing unit featuring a spacious living area with over sized windows providing a lot of natural light. Large bedroom that can easily accommodate a queen size bed. Fully equipped granite kitchen. Gorgeous marble/tile bathroom and an admirable amount of closet space.<br /><br />Building: Luxury doorman building located off Broadway Avenue. Features a garage and in building laundry room. Easy access to the subway station only steps away.<br /><br />To schedule a viewing or further assist you contact Dorel J Tamam. I have access to multiple listings all over the city and have full confidence in being able to find you the right home. Phone - (300-300-0980 Email - kagglemanager@renthop.com<br /><br /><p><a  website_redacted ,West 56th Street,"['Doorman', 'Elevator', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'No Fee']",low,40.7654,6882554,-73.9816,c787809d15f031a66e6983f52786802b,"['https://photos.renthop.com/2/6882554_f0841ab702f7af3f214997cbf2b15e36.jpg', 'https://photos.renthop.com/2/6882554_35c745ab8640ea0a990319d4b58d2988.jpg', 'https://photos.renthop.com/2/6882554_5cc0bacdd247703acca8665da75ec439.jpg']",2400,211 West 56th Street,2400.0,"40.7654,-73.9816", New York County,not available,118.26485667447906
40408,1.0,1,caa77cfe7a5af233b37c8c2e11d0f05f,2016-06-29 05:52:19,"This large 1 bedroom apartment is an excellent deal, located in a beautiful prewar building in Prime block in Brooklyn Heights, quiet tree lined block just few steps away from the BK Heights promenade. The apartment features: Beautiful Marble Kitchen with full size SS appliances, dishwasher and large marble counter top that make it perfect for the cooking. Good sizes bedrooms with large closet in each, beautiful bathroom! Very sunny unit with Southern exposure -Hardwood floors -Very good closet space.Great location just a quick minute to Borough Hall for the 2/3/4/5/R trains, and a few minutes to Jay St for the A/C/R trains. Easy access to many shops and restaurants around the area, BK Bridge park and the beautiful promenade. The building offers: live-in super, elevator and a roof deck. Heat and Hot water included. Pets are Ok.<br /><br />Call Today for viewing Leo -377-019-5802<br /><br /><br /><br /><p><a  website_redacted ",63 Montague Street,"['Elevator', 'Pre-War', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'Dogs Allowed', 'Cats Allowed']",low,40.6957,7232242,-73.9968,979ae4a96fa9476dfc446966faf36210,"['https://photos.renthop.com/2/7232242_88f12fa3da67bdcf926443233eaa829a.jpg', 'https://photos.renthop.com/2/7232242_2d0ef5fb63fc7760c435b9a78c655b2a.jpg', 'https://photos.renthop.com/2/7232242_3b3a20cb5d10174a0c5609f9a24c6168.jpg', 'https://photos.renthop.com/2/7232242_037c4f0d86c952e426f70d340d2c8e1c.jpg']",3500,63 Montague Street,1750.0,"40.6957,-73.9968", Kings County,not available,370.13096748849824
104822,1.0,0,437454e6d44ae7c94f60b1b6507d084a,2016-04-16 02:10:48,"NEWLY RENOVATED BEAUTIFUL SPACIOUS HUGE STUDIO. BIG WINDOW WITH NATURAL SUNLIGHT, POLISHED HARDWOOD FLOORS. SEPARATED WINDOW KITCHEN/ BATHROOM AS WELL. SPACIOUS CLOSET. DOORMAN BUILDING ELEVATOR LAUNDRY.   VIVIAN PARK kagglemanager@renthop.com 219-372-7556 ","E 46th St,","['Doorman', 'Elevator', 'Walk in Closet(s)', 'High Ceilings', 'Live In Super', 'Renovated', 'On-site Laundry']",low,39.8395,6881361,-86.1527,8439c2c1ab6949a7447b00971e2f73a9,"['https://photos.renthop.com/2/6881361_f8efe79e40da1609d0abec8dbc4ac61a.jpg', 'https://photos.renthop.com/2/6881361_7b28abfefe9845b3f2b13562572ddee9.jpg', 'https://photos.renthop.com/2/6881361_db22e17572cfef5d8512ad766062b8b9.jpg']",2650,"235 E 46th St,",2650.0,"39.8395,-86.1527", Indianapolis,not available,1034453.351174925
48520,1.0,1,f115a9bff3a9c4e6eedc9114374b3d74,2016-05-26 03:12:43,"This is a very large one bedroom in a full service building. Theirs a full time doorman, gym and small dogs are okay. For an appointment call ABRAHAM. Bond New York is a real estate broker that supports equal housing opportunity.<br/><br/>Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",79th St. No-Fee,"['Cats Allowed', 'Dogs Allowed', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors']",low,40.7718,7070185,-73.9508,c671e697434aa710888b0632eb2c6145,"['https://photos.renthop.com/2/7070185_4a04d6a66da7c2f8af9ea3a48f011187.jpg', 'https://photos.renthop.com/2/7070185_4f2ef9a54edad7d694377554241305a6.jpg', 'https://photos.renthop.com/2/7070185_e6e0baf608d7e102ed4fbe4a379bf394.jpg', 'https://photos.renthop.com/2/7070185_de5fba86fc589d55e71122520ef66ad3.jpg', 'https://photos.renthop.com/2/7070185_59fd12a1b12b0d1a91b61da13cb1390c.jpg']",3800,435 E 79 Street,1900.0,"40.7718,-73.9508", New York County,not available,678.0485338172912
70669,1.0,1,5a7edf6dcc84de9d018bb347848afaa1,2016-05-23 03:33:17,"This Brand New SoHa 1BR apartment is dishy and divine featuring beautiful hardwood floors, Stainless Steel Kitchen Appliances, and an updated bathroom. Located in a Prewar Elevator building one block from Central Park!! Experience New York City how you were meant to.Call, Text, or Email CHRISTINE today to view this apartment and any others in the Bohemia inventory: CHRISTINE SCHARF (065-623-4609 | kagglemanager@renthop.com**Actual unit under construction. Apartment photos are of a comparable unit.**LOCATION: Adam Clayton Powell Jr. Blvd &amp; W 111th StreetTHE APARTMENT -Completely Renovated-Stainless Steel Kitchen Appliances-Updated Bathroom-Beautiful Hardwood Floors-High Ceilings-Many Windows - Lots of Light!THE BUILDING-ELEVATOR Building-Just steps from BOTH Central Park &amp; Morningside Park!!-Prewar Building-Live-In Super-Pet Friendly-Easy access to the ABC and 23 trains &amp; M2, M3, M4, M10, M116 bus linesTHE NEIGHBORHOOD-Neighborhood Bars &amp; Restaurants: Cantina 1838, Zoma, Organic Forever, 67 Orange Street, The Park 112, The 5 and Diamond &amp; More. -Near Columbia University-Laundry/Dry Cleaner, Veterinary Clinic, Bike Shop &amp; Supermarkets nearby.CONTACT INFO:I have access to ANY APARTMENT in the Bohemia inventory. Call, Text, or Email TODAY -- Your home should be your sanctuary. A place to take shelter from the stress of the day. I am committed to helping you find the perfect apartment - So you Begin and End each day with a Smile.CHRISTINE SCHARF(065-623-4609 | kagglemanager@renthop.com:Applicants must make roughly 40x the monthly rent for the year and have good credit.ORHave a guarantor(s) who makes roughly 80x the monthly rent and has good credit.",7th Ave,"['prewar', 'elevator', 'Dogs Allowed', 'Cats Allowed', 'LIVE IN SUPER', 'LOWRISE', 'SIMPLEX', 'HARDWOOD']",medium,40.8003,7055525,-73.9545,1a3cf45d9e12115c358b461831eff1c8,"['https://photos.renthop.com/2/7055525_16ab35ee56e4e76f27544b112c52ad39.jpg', 'https://photos.renthop.com/2/7055525_9e9184bc1e78aaad2af92af8e8066c3c.jpg', 'https://photos.renthop.com/2/7055525_b96023d41810f56a6779594c12ce952b.jpg', 'https://photos.renthop.com/2/7055525_ef6196572ca76ae1a945790abba68598.jpg']",2100,1833 7th Ave,1050.0,"40.8003,-73.9545",not available,not available,263.7791746978843
37258,1.0,1,7582ab42333f4deb3e0193280098db3f,2016-06-17 02:24:44,"This fully renovated, 1-bedroom with massive wrap corner terrace features exquisite finishes, recessed lighting, exposed brick walls, hardwood floors, high ceilings and over-sized windows. The new kitchen is equipped with stainless steel appliances, and a dishwasher. The bathroom is complete with all new tile work, new vanities and top-of-the-line fixtures!This amazing building is in the heart of SoHo on quiet Thompson Street between Spring and Broome Streets. This gut renovated, pre-war building has been completely renovated with a new elevator, fitness room, laundry room, common rooftop terrace and video intercom system.Photos are not of the actual apartment but represent the interior finishes of the units. Immediate occupancy. No application fee<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Kerry Lynn for more information</a> </li><li><a target=_blank href= website_redacted Catherine (Tucky) Ridder for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ",68 Thompson Street,"['Pre-War', 'Exclusive', 'Dogs Allowed', 'Cats Allowed']",low,40.7243,7175162,-74.0029,ab7badd8253365c262006b4cda681f66,['https://photos.renthop.com/2/7175162_7db4a0e3afa7a6002b35a31a9b843529.jpg'],4200,68 Thompson Street,2100.0,"40.7243,-74.0029",not available,not available,225.42462255532527
99049,2.0,3,1df8980c85db02a10de752eb87fb23c8,2016-04-10 04:01:55,Fully renovated Large and spacious 3 bedroom with two full bathroom. Includes open chefs kitchen with stainless steel appliances and granite counter tops. Includes washer/dryer and wood burning fireplace with plenty of closet space. For A Quick Response Call/Text/ Or Email Lucy At 479-132-2018 kagglemanager@renthop.com To Schedule Your Exclusive Viewing Of This Or Any Other Listing On The Bond NY Website.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,Third Avenue,"['Fireplace', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors']",medium,40.7468,6852712,-73.9777,2637547481b1d0b116843dcd4cf94211,"['https://photos.renthop.com/2/6852712_4f1b44d6f521e594b02c351ca1d45a92.jpg', 'https://photos.renthop.com/2/6852712_52fa357bcd42c850361aa59b09f67c33.jpg', 'https://photos.renthop.com/2/6852712_df239e4bfffe23ccea7a5c44ce8fcfdd.jpg', 'https://photos.renthop.com/2/6852712_635f54dfc2860e9d9ceb85402305570f.jpg', 'https://photos.renthop.com/2/6852712_f22509064d14c7967d8a80b198b2cb72.jpg']",5400,534 Third Avenue,1080.0,"40.7468,-73.9777",not available,not available,378.1094068266003
79557,1.0,2,bea550cdea4b86747677cc108b3e3c81,2016-05-21 01:42:29,,Lexington Avenue,"['Doorman', 'Prewar', 'Fitness Center', 'Elevator', 'Garage', 'Roof-deck', 'Laundry Room']",low,40.7868,7046193,-73.9504,b7de4cb395920136663132057fa89d84,[],5100,1510 LEXINGTON Avenue,1700.0,"40.7868,-73.9504",not available,not available,137.43829583076888
68365,1.0,0,665f4f6eb9a097fb213f99950b835b9a,2016-05-29 02:25:18,"The treasures of the Upper West Side are right outside the door!! Right of 86TH and Broadway. This well-managed Luxury building includes a live-in super, full-time doorman, laundry room, bike and general storage, and a gorgeous common garden. Close to Central Park, Whole Foods, Riverside Park, nearby 1/B/C Subway lines and some of the city's best dining and shopping. This beautiful studio apartment is fully renovated with a brand new hardwood floor ,layouts and feature contemporary finishes, generous closet space, Large windows with a breathtaking views that brings in tons of natural sunlight!! To schedule a viewing, Contact Lia Mor by Phone, Text or Email at: Lia Mor 793-976-7133 or kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",West 90th Street,"['Doorman', 'Elevator', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee']",low,40.7892,7081595,-73.9705,24e97efd60ebc044c1817e6c12598527,"['https://photos.renthop.com/2/7081595_9dc27bb45de0bd748a93fd08a55845c6.jpg', 'https://photos.renthop.com/2/7081595_a77b3bd92ad8ca63ae20049808352059.jpg', 'https://photos.renthop.com/2/7081595_ed09760856dae9ecaeb71d9087958ed6.jpg']",2300,101 West 90th Street,2300.0,"40.7892,-73.9705", New York County,not available,400.67060853096854
118282,1.0,3,a63312b499d01477139d66acf93513b1,2016-04-04 19:08:34,"Spacious 3BR deal up for grabs!!This 3BR/1BA unit makes for a great deal! This flex 3BR offers high ceilings, state of the art kitchen with stainless steel appliances, and marble bath.Building features 24-hour doorman, free gym, roof deck, tenants' lounge with free WifFi, billiards, poker table, screening room, vending machines, laundry room, housekeeping + dry-cleaning availableContact me ASAP for additional info and or to setup a private showing:   kagglemanager@renthop.com   542-798-4999 JulienPS: as a member of the real estate board of NY and, more importantly, a specialist of lower Manhattan, I have access to all available listings so no need to spend additional time contacting other brokers - I am happy to show you all your best NO or Low Fee options",Wall Street,"['Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building']",low,40.7052,6822468,-74.0093,ef20d40b528500037e37b167787ac089,"['https://photos.renthop.com/2/6822468_b6cca68802f77f746a07c8c953be9a74.jpg', 'https://photos.renthop.com/2/6822468_f7f0263c0eb330e93043dd388bc81c6b.jpg', 'https://photos.renthop.com/2/6822468_259b3aaed8168fe97b6555d22437131d.jpg', 'https://photos.renthop.com/2/6822468_f6fd976633f93f0efeae02f6b861610a.jpg', 'https://photos.renthop.com/2/6822468_65aabf69b8bc3a444d6cef66f9321bde.jpg', 'https://photos.renthop.com/2/6822468_c7dc9547d5e615ec42c0712fde4559fd.jpg', 'https://photos.renthop.com/2/6822468_ecf15024f3a5ac779500d50e5e47f13f.jpg']",4160,67 Wall Street,1040.0,"40.7052,-74.0093", New York County,not available,180.80089339551898
68209,2.0,4,92fb74a34b29ca2730bf4dd12edcb601,2016-05-12 02:28:01,"This is a Brand New, Midtown West Gut Renovated Convertible 4 Bedroom w/ 2 Full Bathrooms and IN UNIT LAUNDRY featuring:Ebony Hardwood Floors,Recessed Lighting,Carrara Marble Counter-tops,Brand New Stainless Steel Appliances,Cherrywood cabinets,Crown and Baseboard Moldings,2 Luxury Bathrooms w/ intricate mosaic tile-work,This apartment features an in unit Premium Bosch Washer & Dryer and has access to the building's Furnished Roof Deck!<br /><br />Clean and well-maintained building in a great neighborhood!<br /><br />There is everything you could possibly need nearby when you are just a couple of blocks from Columbus Circle! Put the hectic city behind you when you relax in Central Park, or embrace the vibrancy of the city shopping at the fashionista destination that is the Time Warner Center. This area has something for everyone.<br /><br />I know how important a role your lifestyle plays in finding an apartment. I specialize in the West Side, but I have access to everything on the market. Instead of just looking for a place to live, let me help you find a place you can truly call home. Call / text / email for more information or an appointment.*Rent is Net Effective based on 1 month free on a 12 month lease<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ",West 58th Street,"['Pre-War', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",low,40.7692,6999542,-73.9873,bd012f5e9838c9a44716c2f1caa916ab,"['https://photos.renthop.com/2/6999542_3e25180303b9971fa07f5680c8999a64.jpg', 'https://photos.renthop.com/2/6999542_70e1adcfb40049dcabaeff461409861f.jpg', 'https://photos.renthop.com/2/6999542_9780038a0a6b48cdb4910ac77670b644.jpg', 'https://photos.renthop.com/2/6999542_ba86826c063b2b565d3a52d1347c48f3.jpg', 'https://photos.renthop.com/2/6999542_db5acd64498f419a03a75bf93d483c22.jpg', 'https://photos.renthop.com/2/6999542_f2c1a22c346e45a9008b79c4ea9e4108.jpg']",6050,454 West 58th Street,1008.3333333333334,"40.7692,-73.9873",not available,not available,465.6513585948652
113954,1.0,3,bb8658a3e432fb62a440615333376345,2016-04-15 03:06:01,"17th floor convertible 3 bed loft ready for immediate move in today. This  1 bed loft easily coverts to a 3 bed with each room large enough for queen bed, chest, and night stand. The apartment has high ceilings, bamboo hardwood flooring, chefs kitchen with stainless steel appliances and ample cabinet space, large windows letting plenty of light, and a beautiful marble bath with vanity sink and a deep soaking bath tub<br /><br />The building is a full service luxury building with 24 hour doorman and luxury attached concierge, club level with wrap around sun deck over looking battery park and the harbor, lounge with billiards table and t.v that offers continental breakfast on the weekends, and a state of the art fitness center over looking the downtown skyline.<br /><br />Financial District is the most walkable and commuter friendly neighborhood in the city. be next to 8 subway lines and the path outside your door or no more than a 5 min walk. Excellent shops and restaurants on every corner of the neighborhood also not o mention the free downtown shuttle link that take you to Tribeca as well.<br /><br />The apartment is shown by appointment only. To schedule a showing or for more info on the apartment please call text or email David for an immediate response.<p><a  website_redacted ",Washington Street,"['Roof Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry in Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",medium,40.708,6876183,-74.0149,1954f34eab7441f90365b09eb2850472,"['https://photos.renthop.com/2/6876183_4a07759ea45862bc9e0860305bc40013.jpg', 'https://photos.renthop.com/2/6876183_c3ed081ebbbb4e7a8649fda1603a16ce.jpg', 'https://photos.renthop.com/2/6876183_48e0af9bb73da19fe8726ea3f223edde.jpg', 'https://photos.renthop.com/2/6876183_b558d8eff8275ed81c6e324255c19fe3.jpg', 'https://photos.renthop.com/2/6876183_4269600dc232b7dc091d82cb58c634ff.jpg', 'https://photos.renthop.com/2/6876183_c709e3e0f36aeb2646bdcaa49572c08e.jpg']",3999,90 Washington Street,999.75,"40.708,-74.0149",not available,not available,108.7874145686761
17791,1.0,1,f4fce2be9d94d6ee2f4449db343ff8e4,2016-06-04 05:26:07,"Luxury 1 bedroom unit is the premier place to be on the Upper east Side. Features stunning hardwood floors throughout and a gorgeous modern full kitchen that includes microwave and dishwasher.  Bathroom with marble tiles. Lots of closet space and a huge windows that provide lots of sunlight.<br /><br />Building includes: 24-hour concierge and doorman, roof-top health club expanding over 25,000 sf, with spectacular views of NYC. Health club that includes a pool, exercise rooms, steam and sauna rooms. Also includes sun decks, a lounge and a separate children?s playroom on the lobby level.<br /><br />Located in the Upper East Side, an area popular for young professionals and young families. Near many restaurants, shopping, bars and pubs, and 4,5,6 subway lines.<br /><br />Call Joshua today to schedule a private viewing: (347)kagglemanager@renthop.com<p><a  website_redacted ",E 95th St,"['Swimming Pool', 'Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space']",low,40.7844,7110104,-73.9497,8ce0dca957ae00f6870a164ead5081f8,"['https://photos.renthop.com/2/7110104_296af035470239bc2ef920e4be4e7b07.jpg', 'https://photos.renthop.com/2/7110104_eee1c4984e251f2acf6bf14f8efee0cc.jpg', 'https://photos.renthop.com/2/7110104_37ad606baee5ed96defe5151d5798a8e.jpg']",2797,205 E 95th St,1398.5,"40.7844,-73.9497",not available,not available,182.55255698532622
38720,1.0,1,9d6ef93ad53c2e2e4db816576b9c4422,2016-06-23 03:07:37,"Gorgeous one bedroom apartment with a fireplace, spacious and big layout, hardwood floors,  plenty of closets,  and a private deck.  <br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",E 36 Street,"['Fireplace', 'Elevator', 'Hardwood Floors', 'Outdoor Space', 'Dogs Allowed', 'Cats Allowed']",low,40.7473,7204294,-73.9775,a156e201f65d6c1d0c821055289b951b,"['https://photos.renthop.com/2/7204294_d93e89a669550c6d2ca03ded35e5ccf9.jpg', 'https://photos.renthop.com/2/7204294_e5a00d49cfa6835c47fbca909a9f6bc9.jpg', 'https://photos.renthop.com/2/7204294_fe0c8a219386847e031c563ba9a32a32.jpg', 'https://photos.renthop.com/2/7204294_d967fa0e45a41373e83dc92109b921dd.jpg', 'https://photos.renthop.com/2/7204294_c9bc3ed6414431de35d38670a9c1670f.jpg']",3100,163 E 36 Street,1550.0,"40.7473,-73.9775",not available,not available,409.4948682289302
30609,1.0,3,802f387be10563444a3d00f0af00a23d,2016-06-23 02:22:56,Located: GramercyStunning 3 bedroom apartment w/ 1 bathroom in Gramercy. Laundry in unit. Going NOW & going FAST! AMAZING PRICE! Call now to make an appointment before its gone! Call / Text / Email Afrim today to schedule a viewing or assist in your search! 542-148-9254!<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,E 23 Street,[],medium,40.7386,7203448,-73.982,3e9f0fa34d67e5d61aae56776ecb8cee,"['https://photos.renthop.com/2/7203448_1bbcd1dd2f74e171049a5b6ce8510a6b.jpg', 'https://photos.renthop.com/2/7203448_c4cc43d5b5a9865308b06eb6c11eecb3.jpg', 'https://photos.renthop.com/2/7203448_e8faf3675948007b9092b91cc2949eb5.jpg', 'https://photos.renthop.com/2/7203448_1cd1be029f9b259f45e093eabf0944e0.jpg', 'https://photos.renthop.com/2/7203448_f4232e93bca5db80255f4d9057d2e15a.jpg', 'https://photos.renthop.com/2/7203448_3cd6c07b19f33b55dd558b8e2c0c7b8e.jpg', 'https://photos.renthop.com/2/7203448_65667881de820d6136ac57f621e70dc9.jpg', 'https://photos.renthop.com/2/7203448_ac963d8e3cdee86df11c3efa3cb79ef3.jpg', 'https://photos.renthop.com/2/7203448_65fcdb38524779411fbae8de7da57899.jpg']",4495,221 E 23 Street,1123.75,"40.7386,-73.982", New York County,not available,413.04098356395434
12710,2.5,3,35a6f906607f5c71e178d0df9da2e1fb,2016-06-29 06:29:20,"Want your own bathroom attached to your bedroom?!  Want your own private entrance?!  Do you need the space to accommodate a lot of stuff along with you queen sized bed?  But only have a budget for $1150???  This is the place for you!This is a HUGE 3 Bedroom DUPLEX, looking for roommates ASAP $1150 per room. 2 rooms available. Come try out our roommate matching process! Washer/dryer is located on massive bottom floor.  THIS WON'T LAST!  AMAZING deal for the space and location.Contact Elle to see it immediately!  556-760-5143<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",West 104th Street,"['Elevator', 'New Construction']",medium,40.7998,7233273,-73.9686,c5b0b7c637899c3f76f9da738ef1d125,"['https://photos.renthop.com/2/7233273_06dfb4896b895156bf2787b1d6131641.jpg', 'https://photos.renthop.com/2/7233273_47b15fc07b17095c7c1a22aa77ee1af8.jpg', 'https://photos.renthop.com/2/7233273_f39f9da998f38b53f7fc9d85dd4d4be1.jpg', 'https://photos.renthop.com/2/7233273_758dc54c8d5a33ce689de674cffe5e43.jpg', 'https://photos.renthop.com/2/7233273_98a028e28a1669a33a70fcc00c521107.jpg', 'https://photos.renthop.com/2/7233273_ad624f8666f638f5f20c4927eea72592.jpg', 'https://photos.renthop.com/2/7233273_d4e5a07a5b7854c0d70facd3814fd152.jpg', 'https://photos.renthop.com/2/7233273_8c212dbf0bf43b596938343f1b658379.jpg']",1150,240 West 104th Street,209.0909090909091,"40.7998,-73.9686", New York County,not available,43.5113122700569
76494,1.0,0,18c5b031bad8cef779efa7e2398a42a3,2016-05-17 14:29:08,88TH ST FULL SERVICE DRMN BLDG!! OVERSIZE 600SF ALCOVE STUDIO ! WALK IN CLOSET! HI FLR!HARD TO FIND TRUE ALCOVE STUDIO!!! 600SF!! Full time doorman building with amazing alcove studio located in the heart of the Upper East Side! Fully renovated granite kitchen with dishwasher and microwave! Wall to wall windows! Laundry in building! EMAIL kagglemanager@renthop.com OR CALL 072-939-4921<br /><br /><br /><br /><br /><br /><p><a  website_redacted ,East 88th Street,"['Doorman', 'Elevator', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors']",low,40.7782,7025419,-73.9482,fd960446d2a41002d3b36f25740157ca,"['https://photos.renthop.com/2/7025419_3cd9393ee601ed6dd22a3754d1bee9c8.jpg', 'https://photos.renthop.com/2/7025419_3e7c70405dc74253d3640c404f29cca9.jpg']",2400,401 East 88th Street,2400.0,"40.7782,-73.9482", New York County,not available,303.7857959823423
25927,1.0,1,61c669109020269bee3bf32d696c90d5,2016-06-17 06:16:31,"FANTASTIC TRIPLEX 1 BED W/ WORKING FRPL ELEV-LDRY BLDG! LOVELY TREE LINED BLOCKThis is a great building with elevator and laundry, quiet and clean! The apartment is an amazing triplex one bedroom with a working fireplace. As soon as you open the door you have a large walk-in closet and amazing dinning area, marble bathroom finishes and newly renovated kitchen with granite counter-tops. The stairs that lead to the living room are modern and made of wood. The living room is HUGE! It boosts a lot of natural sunlight exposure, facing south in unit AC, heat and hot water is included. The bedroom is incredibly spacious it has 2 large closets and a modern built in bookcase closet against the wall. Charming and elegant apartment one of the best units on the market.<br /><br />To view feel free to call email Magaly310-758-6977 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ",E 84th,"['Fireplace', 'Elevator', 'Multi-Level', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors']",low,40.7749,7178439,-73.949,d399821d8583b8421a55370c6eb15f6f,"['https://photos.renthop.com/2/7178439_42a68398b6d6c03ae9a2a4d689dfae78.jpg', 'https://photos.renthop.com/2/7178439_084b54e384bb435e2935ea7c39f70a20.jpg', 'https://photos.renthop.com/2/7178439_8da8d8ede985cc4c865fd1562ab3b1ec.jpg', 'https://photos.renthop.com/2/7178439_1be7ff61cc2bfd78baaaf526dc112626.jpg', 'https://photos.renthop.com/2/7178439_f42a2522e7541cf0d1a22962004e100c.jpg']",2600,444 E 84th,1300.0,"40.7749,-73.949", New York County,not available,403.53631343082964
